Time (s),Main Avg Current (mA),Main Avg Voltage (V),Main Max Current (mA)
2.3502,0.744,2.1975,0.744
2.3504,0.638,2.198,0.744
2.3506,0.492,2.1975,0.744
2.3508,0.614,2.1975,0.744
2.3510,0.492,2.1975,0.744
2.3512,0.54,2.1975,0.744
2.3514,0.576,2.1975,0.744
2.3516,0.65,2.1975,0.744
2.3518,0.612,2.1975,0.744
2.3520,0.522,2.1975,0.744
2.3522,0.578,2.1975,0.744
2.3524,0.576,2.1975,0.744
2.3526,0.588,2.1975,0.744
2.3528,0.596,2.197,0.744
2.3530,0.592,2.1975,0.744
2.3532,0.612,2.1975,0.744
2.3534,0.538,2.1975,0.744
2.3536,0.464,2.198,0.744
2.3538,0.676,2.1975,0.744
2.3540,0.544,2.1975,0.744
2.3542,0.538,2.198,0.744
2.3544,0.676,2.1975,0.744
2.3546,0.486,2.197,0.744
2.3548,0.596,2.1975,0.744
2.3550,0.598,2.1975,0.744
2.3552,0.622,2.1975,0.744
2.3554,0.59,2.1975,0.744
2.3556,0.51,2.1975,0.744
2.3558,0.608,2.1975,0.744
2.3560,0.566,2.1975,0.744
2.3562,0.622,2.1975,0.744
2.3564,0.52,2.1975,0.744
2.3566,0.514,2.1975,0.744
2.3568,0.682,2.1975,0.744
2.3570,0.54,2.1975,0.744
2.3572,0.57,2.1975,0.744
2.3574,0.59,2.198,0.744
2.3576,0.674,2.1975,0.744
2.3578,0.432,2.197,0.744
2.3580,0.628,2.1975,0.744
2.3582,0.43,2.1975,0.744
2.3584,0.682,2.1975,0.744
2.3586,0.536,2.1975,0.744
2.3588,0.498,2.1975,0.744
2.3590,0.676,2.1975,0.744
2.3592,0.65,2.1975,0.744
2.3594,0.41,2.197,0.744
2.3596,0.552,2.1975,0.744
2.3598,0.734,2.1975,0.744
2.3600,0.6,2.197,0.744
2.3602,0.522,2.1975,0.744
2.3604,0.548,2.1975,0.744
2.3606,0.476,2.197,0.744
2.3608,0.638,2.1975,0.744
2.3610,0.688,2.197,0.744
2.3612,0.43,2.1975,0.744
2.3614,0.634,2.198,0.744
2.3616,0.646,2.1975,0.744
2.3618,0.514,2.1975,0.744
2.3620,0.656,2.197,0.744
2.3622,0.62,2.1975,0.744
2.3624,0.434,2.1975,0.744
2.3626,0.604,2.1975,0.744
2.3628,0.614,2.1975,0.744
2.3630,0.59,2.1975,0.744
2.3632,0.622,2.1975,0.744
2.3634,0.53,2.198,0.744
2.3636,0.522,2.1975,0.744
2.3638,0.664,2.1975,0.744
2.3640,0.508,2.198,0.744
2.3642,0.514,2.1975,0.744
2.3644,0.652,2.197,0.744
2.3646,0.686,2.198,0.744
2.3648,0.566,2.1975,0.744
2.3650,0.566,2.1975,0.744
2.3652,0.528,2.1975,0.744
2.3654,0.546,2.1975,0.744
2.3656,0.514,2.1975,0.744
2.3658,0.672,2.1975,0.744
2.3660,0.528,2.1975,0.744
2.3662,0.596,2.1975,0.744
2.3664,0.65,2.1975,0.744
2.3666,0.374,2.1975,0.744
2.3668,0.802,2.1975,0.802
2.3670,0.454,2.1975,0.802
2.3672,0.676,2.1975,0.802
2.3674,0.552,2.198,0.802
2.3676,0.548,2.1975,0.802
2.3678,0.596,2.1975,0.802
2.3680,0.484,2.1975,0.802
2.3682,0.596,2.1975,0.802
2.3684,0.634,2.1975,0.802
2.3686,0.498,2.1975,0.802
2.3688,0.6,2.1975,0.802
2.3690,0.622,2.1975,0.802
2.3692,0.57,2.197,0.802
2.3694,0.498,2.1975,0.802
2.3696,0.608,2.198,0.802
2.3698,0.522,2.1975,0.802
2.3700,0.596,2.1975,0.802
2.3702,0.704,2.1975,0.802
2.3704,0.464,2.1975,0.802
2.3706,0.618,2.1975,0.802
2.3708,0.618,2.1975,0.802
2.3710,0.426,2.1975,0.802
2.3712,0.696,2.1975,0.802
2.3714,0.536,2.1975,0.802
2.3716,0.562,2.198,0.802
2.3718,0.486,2.1975,0.802
2.3720,0.756,2.1975,0.802
2.3722,0.53,2.1975,0.802
2.3724,0.532,2.1975,0.802
2.3726,0.59,2.1975,0.802
2.3728,0.472,2.197,0.802
2.3730,0.588,2.1975,0.802
2.3732,0.638,2.1975,0.802
2.3734,0.69,2.1975,0.802
2.3736,0.532,2.1975,0.802
2.3738,0.592,2.1975,0.802
2.3740,0.522,2.1975,0.802
2.3742,0.454,2.1975,0.802
2.3744,0.706,2.1975,0.802
2.3746,0.608,2.198,0.802
2.3748,0.47,2.1975,0.802
2.3750,0.688,2.197,0.802
2.3752,0.49,2.1975,0.802
2.3754,0.644,2.1975,0.802
2.3756,0.514,2.1975,0.802
2.3758,0.56,2.1975,0.802
2.3760,0.638,2.1975,0.802
2.3762,0.636,2.1975,0.802
2.3764,0.62,2.1975,0.802
2.3766,0.5,2.1975,0.802
2.3768,0.478,2.1975,0.802
2.3770,0.51,2.1975,0.802
2.3772,0.706,2.1975,0.802
2.3774,0.53,2.1975,0.802
2.3776,0.608,2.198,0.802
