Time (s),Main Avg Current (mA),Main Avg Voltage (V),Main Max Current (mA)
4.8000,0.526,2.197,0.526
4.8002,0.522,2.1975,0.526
4.8004,0.526,2.1975,0.526
4.8006,0.508,2.1975,0.526
4.8008,0.516,2.1975,0.526
4.8010,0.508,2.1975,0.526
4.8012,0.522,2.197,0.526
4.8014,0.516,2.197,0.526
4.8016,0.512,2.1975,0.526
4.8018,0.506,2.197,0.526
4.8020,0.526,2.197,0.526
4.8022,0.52,2.197,0.526
4.8024,0.512,2.197,0.526
4.8026,0.526,2.1975,0.526
4.8028,0.514,2.197,0.526
4.8030,0.522,2.1975,0.526
4.8032,0.5,2.197,0.526
4.8034,0.522,2.197,0.526
4.8036,0.516,2.197,0.526
4.8038,0.508,2.1975,0.526
4.8040,0.516,2.197,0.526
4.8042,0.528,2.197,0.528
4.8044,0.516,2.1975,0.528
4.8046,0.514,2.197,0.528
4.8048,0.506,2.197,0.528
4.8050,0.514,2.197,0.528
4.8052,0.522,2.197,0.528
4.8054,0.512,2.197,0.528
4.8056,0.516,2.197,0.528
4.8058,0.514,2.197,0.528
4.8060,0.516,2.197,0.528
4.8062,0.534,2.197,0.534
4.8064,0.53,2.1975,0.534
4.8066,0.528,2.1975,0.534
4.8068,0.536,2.197,0.536
4.8070,0.526,2.1975,0.536
4.8072,0.526,2.1975,0.536
4.8074,0.526,2.1975,0.536
4.8076,0.516,2.197,0.536
4.8078,0.522,2.1975,0.536
4.8080,0.53,2.197,0.536
4.8082,0.528,2.1975,0.536
4.8084,0.514,2.197,0.536
4.8086,0.528,2.197,0.536
4.8088,0.534,2.197,0.536
4.8090,0.526,2.197,0.536
4.8092,0.528,2.1975,0.536
4.8094,0.516,2.197,0.536
4.8096,0.516,2.197,0.536
4.8098,0.526,2.1975,0.536
4.8100,0.512,2.197,0.536
4.8102,0.536,2.197,0.536
4.8104,0.522,2.197,0.536
4.8106,0.528,2.197,0.536
4.8108,0.522,2.197,0.536
4.8110,0.52,2.197,0.536
4.8112,0.522,2.197,0.536
4.8114,0.528,2.197,0.536
4.8116,0.514,2.197,0.536
4.8118,0.534,2.1975,0.536
4.8120,0.506,2.197,0.536
4.8122,0.53,2.197,0.536
4.8124,0.528,2.1975,0.536
4.8126,0.522,2.1975,0.536
4.8128,0.526,2.1975,0.536
4.8130,0.504,2.197,0.536
4.8132,0.528,2.197,0.536
4.8134,0.516,2.197,0.536
4.8136,0.526,2.197,0.536
4.8138,0.516,2.1975,0.536
4.8140,0.516,2.1975,0.536
4.8142,0.52,2.197,0.536
4.8144,0.528,2.197,0.536
4.8146,0.528,2.1975,0.536
4.8148,0.522,2.197,0.536
4.8150,0.522,2.197,0.536
4.8152,0.514,2.1975,0.536
4.8154,0.53,2.1975,0.536
4.8156,0.508,2.1975,0.536
4.8158,0.514,2.1975,0.536
4.8160,0.508,2.197,0.536
4.8162,0.526,2.197,0.536
4.8164,0.526,2.197,0.536
4.8166,0.522,2.197,0.536
4.8168,0.526,2.197,0.536
4.8170,0.522,2.197,0.536
4.8172,0.528,2.1975,0.536
4.8174,0.512,2.197,0.536
4.8176,0.514,2.197,0.536
4.8178,0.516,2.197,0.536
4.8180,0.522,2.197,0.536
4.8182,0.516,2.1975,0.536
4.8184,0.526,2.1975,0.536
4.8186,0.52,2.1975,0.536
4.8188,0.52,2.1975,0.536
4.8190,0.522,2.197,0.536
4.8192,0.506,2.197,0.536
4.8194,0.526,2.197,0.536
4.8196,0.52,2.197,0.536
4.8198,0.528,2.1975,0.536
4.8200,0.512,2.197,0.536
4.8202,0.514,2.197,0.536
4.8204,0.52,2.197,0.536
4.8206,0.528,2.197,0.536
4.8208,0.526,2.197,0.536
4.8210,0.512,2.197,0.536
4.8212,0.522,2.1975,0.536
4.8214,0.52,2.197,0.536
4.8216,0.522,2.1975,0.536
4.8218,0.52,2.1975,0.536
4.8220,0.512,2.1975,0.536
4.8222,0.514,2.197,0.536
4.8224,0.534,2.197,0.536
4.8226,0.516,2.197,0.536
4.8228,0.526,2.1975,0.536
4.8230,0.534,2.1975,0.536
4.8232,0.512,2.197,0.536
4.8234,0.526,2.197,0.536
4.8236,0.528,2.197,0.536
4.8238,0.52,2.1975,0.536
4.8240,0.522,2.1975,0.536
4.8242,0.522,2.197,0.536
4.8244,0.526,2.197,0.536
4.8246,0.528,2.197,0.536
4.8248,0.53,2.1975,0.536
4.8250,0.508,2.197,0.536
4.8252,0.52,2.197,0.536
4.8254,0.526,2.197,0.536
4.8256,0.528,2.197,0.536
4.8258,0.526,2.197,0.536
4.8260,0.52,2.197,0.536
4.8262,0.514,2.197,0.536
4.8264,0.534,2.198,0.536
4.8266,0.508,2.1975,0.536
4.8268,0.522,2.197,0.536
4.8270,0.516,2.197,0.536
4.8272,0.526,2.197,0.536
4.8274,0.516,2.197,0.536
4.8276,0.534,2.197,0.536
4.8278,0.506,2.197,0.536
4.8280,0.52,2.197,0.536
4.8282,0.52,2.197,0.536
4.8284,0.522,2.197,0.536
4.8286,0.516,2.197,0.536
4.8288,0.522,2.1975,0.536
4.8290,0.512,2.197,0.536
4.8292,0.53,2.197,0.536
4.8294,0.514,2.197,0.536
4.8296,0.516,2.197,0.536
4.8298,0.528,2.1975,0.536
4.8300,0.512,2.197,0.536
4.8302,0.512,2.197,0.536
4.8304,0.514,2.1975,0.536
4.8306,0.526,2.1975,0.536
